symbol,opm_pct,roce_pct,book_value_per_share,total_equity_cr,equity_share_capital_cr,capital_employed_cr,ebitda_cr_latest,ebit_cr_latest,sales_growth_cagr_pct,sales_growth_years,as_of_date,data_quarters
DIAPOWER,15.4,,,,,,11.4674,6.746,,,2023-06-30,4
DICIND,6.75,9.24,466.99,428.65,,435.28,14.7995,10.0581,8.78,4.3,2024-12-31,18
DIFFNKG,11.6,7.26,109.1,405.05,,411.78,8.5318,7.4778,6.99,0.5,2024-12-31,3
DIGIDRIVE,9.31,1.64,70.67,271.87,,302.19,1.34,1.24,8.91,1.0,2024-12-31,5
DIGISPICE,-3.31,-8.07,11.26,234.66,,254.07,-3.6082,-5.1231,-11.14,4.0,2024-12-31,19
DIGJAMLMTD,41.22,26.11,2.21,4.42,,31.5,2.2062,2.0561,-14.39,3.3,2024-12-31,14
DIGJAMLTD,-94.86,-51.94,2.21,4.42,,31.5,-3.51,-4.09,999.0,0.7,2021-06-30,4
DIL,-29.61,,,,,,-0.2049,-0.2049,-76.43,2.8,2024-12-31,11
DISHTV,35.3,,,,,,131.69,24.51,-17.53,4.3,2024-12-31,18
DIVGIITTS,25.82,4.49,207.78,635.46,,642.13,13.559,7.201,-17.34,1.8,2024-12-31,8
DIVISLAB,36.09,16.23,631.37,16761.0,,17990.0,829.0,730.0,6.86,4.3,2024-12-31,18
DIXON,3.8,19.95,769.16,4676.67,,6463.35,397.02,322.42,54.62,4.3,2024-12-31,19
DJML,21.54,9.7,26.27,90.3,,112.37,4.3976,2.7246,39.14,2.0,2024-12-31,9
DLF,20.04,2.17,183.71,45473.37,,49273.78,306.36,267.62,-1.21,4.3,2024-12-31,20
DLINKINDIA,11.22,27.46,142.43,505.69,,515.12,36.9823,35.3633,14.81,4.3,2024-12-31,18
DMART,8.17,16.59,375.24,24464.04,,25742.0,1271.66,1067.79,21.08,4.0,2024-12-31,19
DMCC,15.35,19.25,99.51,248.18,,288.12,18.1193,13.8673,5.46,2.3,2024-12-31,10
DNAMEDIA,169.28,6.15,,,,186.43,2.899,2.8655,50.71,4.5,2024-12-31,20
DODLA,13.98,21.53,277.5,1674.08,,1782.3,112.202,95.933,11.66,3.8,2024-12-31,18
DOLATALGO,54.47,22.54,64.22,1130.32,,1136.55,64.6596,64.031,36.19,1.0,2024-12-31,5
DOLLAR,11.33,13.24,167.26,948.66,,1008.24,42.8241,33.3832,9.54,4.3,2024-12-31,18
DOLPHIN,59.05,12.04,88.35,353.43,,556.64,16.8297,16.7611,716.74,1.3,2024-12-31,6
DOLPHINOFF,123.68,,,,,,0.8534,0.5173,,,2023-06-30,2
DOMS,18.77,21.59,200.98,1219.73,,1417.95,94.0731,76.5382,34.77,1.0,2024-12-31,5
DONEAR,10.91,29.73,53.25,276.88,,313.83,26.9766,23.3278,35.27,4.3,2024-12-31,18
DPABHUSHAN,5.15,33.04,277.12,632.61,,651.83,55.7979,53.8422,27.19,4.0,2024-12-31,18
DPSCLTD,8.63,1.51,9.08,884.19,,1281.78,13.7251,4.8274,5.45,4.3,2024-12-31,18
DPWIRES,5.35,10.97,171.61,266.02,,266.64,8.2649,7.3097,14.64,4.3,2024-12-31,17
DQE,,,,,,,,,,,2023-03-31,3
DRCSYSTEMS,17.07,4.46,7.81,112.55,,114.49,1.781,1.277,36.96,4.0,2024-12-31,18
DREAMFOLKS,7.62,29.84,58.9,313.78,,334.35,25.928,24.942,35.59,2.3,2024-12-31,10
DREDGECORP,20.96,5.63,439.41,1230.35,,2060.06,68.0098,29.0082,25.06,4.3,2024-12-31,18
DRREDDY,28.47,11.29,452.82,37706.3,,41178.0,1427.8,1162.7,0.49,4.3,2024-12-31,20
DSKULKARNI,,,,,,492.56,,,,,2024-12-31,18
DSSL,9.71,25.81,247.37,315.08,,435.47,30.1852,28.0982,32.76,4.3,2024-12-31,19
DTIL,2.5,-0.78,503.94,529.49,,761.28,3.0607,-1.4805,-4.35,4.3,2024-12-31,19
DUCON,6.73,17.46,5.11,166.05,,172.06,7.533,7.5084,4.99,4.3,2024-12-31,19
DVL,84.45,5.05,938.64,3287.58,,4694.68,60.0588,59.2885,43.81,4.3,2024-12-31,18
DWARKESH,9.88,7.6,44.72,828.71,,972.03,30.8903,18.4785,-6.57,4.3,2024-12-31,20
DYCL,10.99,21.25,94.36,457.24,,466.62,27.6334,24.7857,20.4,2.5,2024-12-31,12
DYNAMATECH,12.37,7.49,1168.49,793.52,,1179.34,39.01,22.07,2.18,4.3,2024-12-31,19
DYNPRO,13.56,13.28,197.43,245.37,,265.1,12.9541,8.8046,16.1,4.3,2024-12-31,18
E2E,89.88,4.29,82.04,1685.05,,1822.76,37.3932,19.5699,47.87,2.8,2024-12-31,12
EASEMYTRIP,33.9,20.52,2.2,801.34,,933.54,51.037,47.883,29.27,3.8,2024-12-31,16
EASTSILK,9.86,-0.52,71.66,35.83,,113.17,0.4412,-0.148,-31.97,4.3,2024-12-31,19
EASTSUGIND,-475122.52,,,,,,-52.7386,-52.7386,,,2024-06-30,12
EBIXFOREX,44.79,,,,,,7.9702,7.6473,-67.38,0.7,2021-06-30,5
ECLERX,23.07,15.93,274.86,2561.4,,2990.24,140.422,119.108,13.09,4.3,2024-12-31,18
ECOSMOBLTY,13.77,25.05,44.16,264.94,,278.5,23.161,17.444,27.46,0.5,2024-12-31,3
EDELWEISS,120.04,,48.84,4623.12,,,126.27,126.21,25.1,4.3,2024-12-31,17
EDUCOMP,-2505.1,,,,,,-20.3214,-20.5367,-37.6,7.5,2024-12-31,24
EICHERMOT,29.96,19.32,915.02,25100.15,,27139.58,1489.97,1310.7,22.02,4.3,2024-12-31,18
EIDPARRY,-11.34,-3.53,492.83,8766.12,,16046.56,-96.11,-141.54,93.26,4.3,2024-12-31,17
EIEL,23.95,15.05,70.23,1232.71,,1508.45,59.2769,56.7571,,,2024-12-31,2
EIFFL,7.91,12.38,31.07,77.06,,99.52,3.78,3.08,15.61,3.0,2024-12-31,13
EIHAHOTELS,43.53,33.01,98.86,602.41,,649.84,57.9019,53.6312,71.72,4.3,2024-12-31,18
EIHOTEL,48.2,23.53,84.15,5262.28,,5976.07,385.69,351.52,76.23,4.3,2024-12-31,19
EIMCOELECO,23.18,7.1,810.52,467.51,,476.36,10.6272,8.4516,7.67,4.3,2024-12-31,19
EKC,11.52,7.86,124.76,1399.91,,1618.81,42.27,31.82,16.47,4.3,2024-12-31,18
ELDEHSG,26.88,6.99,406.41,399.62,,521.26,9.3162,9.1147,6.79,2.8,2024-12-31,11
ELECON,29.92,22.23,102.76,2305.83,,2567.84,158.22,142.68,17.79,4.3,2024-12-31,18
ELECTCAST,16.56,14.47,95.82,5923.32,,7114.52,294.1328,257.3956,22.48,4.3,2024-12-31,19
ELECTHERM,10.26,,,,,,110.94,100.26,17.22,4.3,2024-12-31,18
ELGIEQUIP,15.67,19.44,70.8,2231.9,,2349.6,132.777,114.17,14.29,4.3,2024-12-31,19
ELGIRUBCO,9.49,11.01,15.12,75.69,,167.65,8.6831,4.6136,20.94,4.3,2024-12-31,18
ELIN,4.53,3.59,111.95,556.5,,572.39,10.18,5.135,14.74,2.0,2024-12-31,9
EMAMILTD,38.5,39.8,66.99,2923.98,,2998.2,338.3,298.32,8.74,4.3,2024-12-31,17
EMAMIPAP,6.75,6.04,81.94,495.74,,1159.19,30.68,17.51,11.57,4.3,2024-12-31,17
EMAMIREAL,6.99,2.63,,,,559.05,4.0,3.67,68.34,4.3,2024-12-31,19
EMBDL,12.24,0.82,70.99,9867.93,,15523.93,34.08,31.9,-48.02,0.5,2024-12-31,3
EMCO,-1337.83,,,,,,-23.804,-13.5862,-59.37,1.0,2021-03-31,5
EMCURE,18.27,18.36,261.09,4950.03,,5700.24,358.503,261.697,16.78,0.5,2024-12-31,3
EMIL,5.38,9.97,42.26,1626.13,,2875.3,101.411,71.656,20.95,2.3,2024-12-31,10
EMKAY,20.94,3.51,145.35,380.67,,1488.63,16.0129,13.0706,15.28,4.3,2024-12-31,19
EMMBI,9.57,10.46,103.46,199.06,,262.83,9.8439,6.8754,10.54,4.3,2024-12-31,17
EMSLIMITED,30.05,24.27,190.06,1055.41,,1172.66,73.7192,71.1544,12.96,1.3,2024-12-31,6
EMUDHRA,18.85,1.83,111.05,911.13,,1055.63,8.6898,4.8307,4.28,2.8,2024-12-31,13
ENDURANCE,13.8,12.61,486.33,6840.82,,8183.75,394.48,258.087,11.94,4.3,2024-12-31,18
ENERGYDEV,-886.59,-384.48,0.82,3.91,,77.15,-71.5716,-74.1557,7.19,4.3,2024-12-31,19
ENGINERSIN,17.78,15.85,55.97,3145.73,,3192.63,135.9694,126.4686,2.36,4.3,2024-12-31,18
ENIL,23.32,6.88,159.0,757.97,,915.65,37.0508,15.7469,32.28,4.3,2024-12-31,18
ENTERO,4.23,9.82,388.09,1688.61,,2012.69,57.51,49.411,36.82,1.0,2024-12-31,5
EPACK,7.69,5.68,99.8,960.33,,1187.94,28.9738,16.8619,34.96,1.0,2024-12-31,6
EPIGRAL,28.88,21.96,514.92,2221.43,,2794.88,186.37,153.46,27.0,1.3,2024-12-31,7
EPL,21.13,14.45,89.23,2857.7,,3543.5,214.3,128.0,6.69,4.3,2024-12-31,19
EQUIPPP,-13.53,-2.0,0.91,9.39,,26.81,-0.068,-0.1339,-7.57,2.3,2024-12-31,13
EQUITAS,73.31,,,,,,3.1562,3.1334,-90.55,2.3,2022-12-31,10
ERIS,34.99,13.11,281.69,3902.67,,5288.41,254.528,173.33,22.84,4.3,2024-12-31,19
EROSMEDIA,-463.66,-110.55,77.56,743.87,,990.78,-272.82,-273.83,20.18,3.5,2024-03-31,15
ESABINDIA,17.34,48.14,278.94,429.38,,453.94,58.51,54.63,18.17,4.3,2024-12-31,17
ESCORTS,15.14,12.07,1124.53,12372.83,,12703.86,444.47,383.23,14.56,4.3,2024-12-31,18
ESSARSHPNG,1437.18,,,,,,73.44,73.25,-53.46,4.3,2024-12-31,18
ESSENTIA,2.76,5.43,1.5,169.92,,176.28,3.437,2.3933,39.13,2.8,2024-12-31,12
ESTER,18.79,15.26,80.21,782.73,,1252.84,64.9273,47.796,7.86,4.3,2024-12-31,18
ETHOSLTD,16.97,9.53,556.07,1487.92,,1932.17,62.7742,46.0265,35.97,2.8,2024-12-31,10
EUREKAFORB,10.64,3.43,237.69,4599.17,,5651.03,63.5756,48.4988,,,2024-12-31,2
EUROMULTI,-330010.0,,,,,,-3.3001,-6.1943,-61.09,1.7,2022-09-30,8
EUROTEXIND,-803.13,,,,,,-0.0257,-0.6576,-81.89,4.3,2024-12-31,17
EVEREADY,8.85,11.56,85.7,622.94,,778.93,29.52,22.52,-2.58,4.3,2024-12-31,18
EVERESTIND,-1.16,-7.73,311.88,494.51,,696.24,-4.3032,-13.4557,7.46,4.3,2024-12-31,18
EXCEL,19.81,,,,,,1.0113,0.9558,93.26,4.3,2024-12-31,20
EXCELINDUS,8.77,1.85,1354.71,1703.01,,1879.81,17.2213,8.6927,1.58,4.3,2024-12-31,17
EXICOM,-12.67,-13.16,46.83,651.29,,1086.12,-24.9178,-35.7382,-24.64,1.0,2024-12-31,5
EXIDEIND,10.89,7.57,163.59,13904.85,,15438.46,437.31,292.28,0.03,4.3,2024-12-31,20
EXPLEOSOL,16.07,14.5,500.2,776.31,,800.74,41.397,29.027,34.25,4.3,2024-12-31,18
EXXARO,8.31,5.31,6.25,279.71,,313.45,6.5669,4.1589,-3.58,3.3,2024-12-31,14
FACT,9.33,20.73,20.87,1350.33,,1476.23,88.54,76.49,-2.27,4.3,2024-12-31,18
FAIRCHEMOR,7.32,7.87,208.83,263.04,,286.72,8.3087,5.6423,1.46,4.0,2024-12-31,18
FAZE3Q,12.3,12.42,186.35,452.3,,505.44,21.92,15.7,15.73,2.0,2024-12-31,9
FCL,31.19,15.38,7.58,882.43,,953.91,39.2789,36.6894,40.19,4.3,2024-12-31,19
FCONSUMER,4.08,,,,,,4.6436,0.6013,10.19,4.3,2024-12-31,18
FCSSOFT,37.09,2.65,2.43,416.26,,435.65,3.4316,2.8901,1.02,4.3,2024-12-31,18
FDC,14.11,8.16,152.64,2485.11,,2554.89,65.4813,52.126,5.11,4.3,2024-12-31,18
FEDDERELEC,6.28,,,,,,5.57,4.88,108.65,2.5,2024-12-31,11
FEDFINA,48.61,5.84,78.19,2926.1,,16865.68,259.13,246.3,27.06,1.3,2024-12-31,7
FEL,-375.03,,,,,,-1205.81,-1332.69,58.43,1.5,2022-03-31,8
FELDVR,-350.68,,,,,,-1661.63,-1808.6,58.43,1.5,2022-03-31,8
FIBERWEB,21.92,9.59,64.73,186.36,,186.36,5.5208,4.4658,3.74,2.8,2024-12-31,12
FIEMIND,13.73,19.94,461.63,1215.01,,1302.05,81.4081,64.9174,11.44,4.3,2024-12-31,18
FILATEX,7.31,13.39,33.89,1504.75,,1784.84,78.14,59.75,19.13,4.3,2024-12-31,19
FILATFASH,10.42,0.94,2.78,2314.54,,2367.76,5.7544,5.5571,-22.67,0.8,2024-12-31,4
FINCABLES,15.44,10.4,397.93,6085.88,,6570.35,182.48,170.75,15.55,4.3,2024-12-31,17
FINEORG,24.96,16.89,869.05,2664.52,,2725.44,128.0822,115.049,16.21,4.3,2024-12-31,19
FINPIPE,13.17,6.46,100.51,6214.71,,6475.95,131.85,104.54,13.44,4.3,2024-12-31,20
FIRSTCRY,7.03,2.84,99.48,4826.71,,6899.96,152.632,49.061,72.19,0.5,2024-12-31,3
FIVESTAR,74.9,13.63,250.03,7380.15,,15743.37,544.8205,536.4784,37.15,2.0,2024-12-31,10
FLAIR,19.58,13.21,108.32,1141.63,,1213.54,51.8054,40.0829,2.33,1.3,2024-12-31,6
FLEXITUFF,-14.24,,,,,,-8.9685,-8.7714,-25.88,4.3,2024-12-31,17
FLFL,78.36,,,,,,128.908,39.183,-34.14,2.0,2022-09-30,9
FLUOROCHEM,26.83,9.31,716.07,7866.0,,9323.0,308.0,217.0,15.71,4.3,2024-12-31,18
FMGOETZE,13.95,10.02,258.26,1436.74,,1555.96,59.3379,38.9948,10.68,4.3,2024-12-31,17
FMNL,51.83,17.63,17.42,110.87,,228.21,13.511,10.0588,9.14,4.3,2024-12-31,18
FOCUS,26.31,20.11,21.55,144.7,,158.46,10.1803,7.9656,14.82,3.0,2024-12-31,13
FOODSIN,12.02,10.68,76.95,565.85,,639.88,22.2945,17.0786,15.92,3.0,2024-12-31,13
FORCEMOT,13.04,15.66,3183.33,4194.35,,4493.33,246.46,175.95,-7.96,0.8,2024-12-31,5
FORTIS,28.97,2.23,131.07,9895.55,,13851.23,106.28,77.32,16.85,4.3,2024-12-31,18
FOSECOIND,21.43,8.94,1374.88,1036.25,,1178.55,29.2464,26.3389,17.42,4.3,2024-12-31,19
FRETAIL,-12.19,,,,,,-339.73,-738.42,72.43,1.3,2021-12-31,7
FSC,-1.1,,,,,,-0.7375,-14.9183,-22.68,1.7,2022-06-30,8
FSL,15.43,16.43,63.51,4384.53,,5841.52,324.374,239.974,14.37,4.3,2024-12-31,20
FUSION,-61.34,-24.53,151.87,2455.93,,4792.2,-290.65,-293.85,3.37,2.3,2024-12-31,10
GABRIEL,9.93,21.21,95.29,1368.74,,1537.4,100.932,81.518,20.51,4.3,2024-12-31,17
GAEL,11.71,11.61,71.84,3294.99,,3465.49,132.39,100.57,-1.7,4.0,2024-12-31,18
GAIL,17.24,17.72,135.44,89049.6,,117255.18,6027.52,5195.34,24.77,4.3,2024-12-31,19
GAL,-31.73,,,,,,-6.5633,-7.2704,213.85,2.5,2023-03-31,11
GALAPREC,16.91,10.29,228.86,292.89,,303.5,9.829,7.805,19.34,0.5,2024-12-31,3
GALAXYSURF,10.52,11.46,774.17,2744.83,,2857.77,109.54,81.86,9.12,4.3,2024-12-31,18
GALLANTT,17.87,19.0,137.44,3316.23,,3589.45,199.8589,170.4551,46.92,4.3,2024-12-31,18
GALLISPAT,11.23,,,,,,42.084,32.6988,52.39,1.3,2021-12-31,6
GAMMNINFRA,70.98,,,,,,44.015,21.999,41.7,0.7,2021-06-30,5
GAMMONIND,-286.83,,,,,,-11.872,-12.294,-22.61,3.2,2023-12-31,16
GANDHAR,4.23,7.87,138.17,1352.38,,1584.59,36.2296,31.1743,0.34,1.3,2024-12-31,6
GANDHITUBE,47.32,22.07,260.0,315.95,,325.29,18.8166,17.9467,10.85,4.3,2024-12-31,16
GANECOS,15.52,11.23,476.81,1275.67,,1689.82,61.7375,47.452,17.83,4.3,2024-12-31,18
GANESHBE,34.95,14.59,84.87,610.95,,701.72,31.183,25.591,2.75,3.3,2024-12-31,13
GANESHHOUC,84.85,,,,,,218.07,216.1838,97.0,4.3,2024-12-31,19
GANGAFORGE,6.88,5.48,2.11,28.5,,38.78,0.8024,0.5316,25.18,3.5,2024-12-31,14
GANGESSECU,76.45,0.99,539.65,539.87,,579.74,1.4411,1.4328,-40.89,4.3,2024-12-31,18
GANGOTRI,,,,,,15.14,,,,,2024-12-31,19
GARDENSILK,-0.18,,,,,,-0.84,-15.7,,,2020-09-30,1
GARFIBRES,20.96,18.36,136.44,1354.42,,1443.47,73.5282,66.2545,6.5,4.3,2024-12-31,18
GARUDA,28.35,15.45,48.82,454.26,,454.64,17.6399,17.5583,,,2024-12-31,2
GATECH,53.55,5.82,0.83,107.61,,115.1,2.0672,1.6738,65.63,1.5,2024-12-31,8
GATECHDVR,53.55,5.82,0.83,107.61,,115.1,2.0672,1.6738,74.94,1.3,2024-12-31,7
GATEWAY,122.23,60.03,45.89,2292.78,,3102.79,491.9818,465.6803,4.24,2.8,2024-12-31,12
GATI,4.24,,,,,,18.74,1.7,8.84,3.0,2023-09-30,13
GAYAHWS,-8.58,-0.32,,,,258.74,-0.187,-0.2041,-41.35,4.3,2024-12-31,17
GAYAPROJ,-87.05,-71.98,32.42,606.88,,1194.99,-202.7254,-215.0527,-42.15,2.3,2022-12-31,10
GBGLOBAL,64.69,26.26,89.19,446.25,,550.59,40.7562,36.1435,33.07,4.3,2024-12-31,18
GDL,28.88,,,,,,96.9641,64.0586,27.92,1.0,2021-09-30,6
GEECEE,44.75,11.57,399.34,835.09,,889.83,26.286,25.7375,62.37,4.3,2024-12-31,18
GEEKAYWIRE,15.0,22.68,16.43,171.69,,265.32,16.9913,15.0428,24.26,4.3,2024-12-31,18
GENCON,9.34,7.4,51.42,293.0,,298.43,8.712,5.5245,14.86,3.8,2024-12-31,17
GENESYS,49.84,15.73,168.35,703.52,,730.36,44.402,28.7124,39.64,4.3,2024-12-31,19
GENSOL,18.33,,,,,,63.14,55.84,77.99,1.5,2024-12-31,7
GENUSPAPER,8.24,4.95,20.3,521.93,,865.9,17.2685,10.7064,25.87,4.3,2024-12-31,18
GENUSPOWER,17.51,11.7,80.18,2217.64,,3386.94,105.801,99.0986,35.68,4.3,2024-12-31,20
GEOJITFSL,36.77,17.15,41.52,1158.55,,1293.21,63.1314,55.4321,11.39,4.3,2024-12-31,19
GEPIL,4.94,,,,,,15.64,11.96,-21.51,4.3,2024-12-31,18
GESHIP,99.63,16.43,1188.12,16962.49,,18081.68,875.26,742.62,2.99,4.3,2024-12-31,19
GET&D,20.24,,,,,,194.01,181.94,2.59,3.7,2024-06-30,17
GFLLIMITED,61.64,0.07,233.47,2564.72,,2736.48,0.5072,0.5017,-71.6,4.3,2024-12-31,18
GFSTEELS,-301.26,-14.3,,,,1.34,-0.0479,-0.0479,-72.62,3.2,2024-12-31,18
GHCL,33.22,23.91,388.32,3551.92,,3861.27,258.72,230.77,-0.82,4.3,2024-12-31,19
GHCLTEXTIL,9.14,3.22,157.19,1502.49,,1642.64,26.05,13.23,5.41,1.5,2024-12-31,7
GICHSGFIN,88.69,8.33,391.15,2106.4,,11281.96,238.8,235.02,-3.67,4.3,2024-12-31,16
GILLANDERS,16.45,23.01,120.86,257.94,,316.35,21.0005,18.1971,-2.93,4.3,2024-12-31,18
GILLETTE,27.99,60.36,313.98,1023.11,,1135.85,191.9,171.39,6.89,4.3,2024-12-31,17
GINNIFILA,6.59,3.86,27.5,235.56,,266.9,6.5377,2.5762,-14.59,4.3,2024-12-31,19
GIPCL,32.37,3.01,247.41,3840.24,,8139.08,104.2188,61.2166,-1.02,4.3,2024-12-31,18
GISOLUTION,1.01,,,,,,0.9469,0.9455,999.0,2.7,2023-06-30,13
GKWLIMITED,-1941.69,-3.38,4391.08,2620.16,,3211.21,-26.4847,-27.1638,-32.44,4.3,2024-12-31,18
GLAND,30.23,11.82,628.68,10357.95,,10902.44,418.449,322.124,12.65,4.0,2024-12-31,17
GLAXO,34.44,48.44,133.84,2267.41,,2544.76,326.99,308.19,1.82,4.3,2024-12-31,19
GLENMARK,18.64,15.04,372.5,10512.11,,13531.45,631.357,508.619,3.29,4.3,2024-12-31,18
GLFL,,,,,,5.97,,,,,2024-12-31,19
GLOBAL,41.39,18.75,25.83,131.49,,131.59,6.9106,6.1687,20.22,4.0,2024-12-31,17
GLOBALE,-3.75,-18.74,9.03,9.59,,9.62,-0.4508,-0.4508,-58.52,0.5,2024-12-31,3
GLOBALVECT,14.67,4.41,,,,384.62,20.9098,4.2368,19.67,4.3,2024-12-31,18
GLOBE,5.68,18.09,3.37,151.87,,161.68,8.6077,7.3127,11.58,4.0,2024-12-31,18
GLOBOFFS,45.79,,,,,,6.9888,0.0649,,,2020-12-31,2
GLOBUSSPR,3.69,3.21,375.45,1091.37,,1421.05,32.5418,11.4086,16.77,4.3,2024-12-31,18
GLOSTERLTD,12.3,2.21,994.85,1088.66,,1673.77,21.8489,9.2381,-5.2,0.8,2024-12-31,4
GLS,28.19,,,,,,142.892,127.799,-1.07,3.3,2024-09-30,15
GMBREW,4.8,10.91,471.95,1078.26,,1079.39,30.95,29.45,12.0,4.0,2024-12-31,19
GMDCLTD,31.65,8.79,222.41,7072.74,,8203.04,206.79,180.36,27.17,4.3,2024-12-31,18
GMMPFAUDLR,15.18,13.84,267.92,1204.5,,2508.09,121.7,86.81,41.17,4.0,2024-12-31,17
GMRAIRPORT,56.36,9.67,,,,42055.78,1495.29,1016.55,,,2024-12-31,1
GMRINFRA,78.55,,,,,,221.84,217.43,-30.34,4.0,2024-09-30,17
GMRP&UI,30.75,10.85,24.38,1903.83,,12659.01,495.51,343.34,10.93,2.8,2024-12-31,12
GNA,14.13,13.97,233.89,1004.11,,1099.75,52.9955,38.3982,7.97,4.0,2024-12-31,17
GNFC,15.22,8.3,620.32,9115.0,,10318.0,289.0,214.0,11.68,4.3,2024-12-31,18
GOACARBON,-4.63,-16.0,184.27,168.63,,168.63,-6.0007,-6.7473,12.36,4.0,2024-12-31,17
GOCLCORP,101.15,16.65,634.02,3142.94,,3242.03,139.7818,134.9102,8.78,4.3,2024-12-31,18
GOCOLORS,35.22,14.81,137.28,741.43,,1185.61,75.6266,43.8844,14.78,3.0,2024-12-31,14
GODAVARIB,8.87,9.28,154.04,788.29,,1177.85,39.6633,27.3193,,,2024-12-31,2
GODFRYPHLP,21.43,23.27,398.28,6212.44,,6497.34,406.12,377.97,21.71,4.3,2024-12-31,18
GODHA,30.2,,,,,,4.1466,4.0274,33.31,4.0,2024-12-31,18
GODREJAGRO,9.34,21.23,105.66,2032.08,,3241.36,228.75,172.04,8.61,4.3,2024-12-31,18
GODREJCP,22.11,22.64,123.66,12652.95,,13626.42,833.3,771.41,20.94,4.3,2024-12-31,18
GODREJIND,19.05,7.04,331.84,11176.49,,45883.13,918.89,807.96,18.01,4.3,2024-12-31,18
GODREJPROP,30.82,5.02,635.96,19155.54,,22369.32,298.64,280.95,94.32,4.3,2024-12-31,19
GOENKA,-204.73,-0.95,7.33,232.36,,232.55,-0.4369,-0.5514,-42.37,4.3,2024-12-31,18
GOKEX,14.45,9.87,294.95,2160.4,,2845.08,90.3528,70.1711,38.94,4.0,2024-12-31,18
GOKUL,1.43,11.43,36.71,363.4,,371.48,14.4186,10.6141,11.51,4.3,2024-12-31,19
GOKULAGRO,2.97,29.88,48.22,1422.81,,1802.94,148.0264,134.6709,25.75,4.3,2024-12-31,18
GOLDENTOBC,-10.03,,,,,,-0.3808,-0.5189,-57.19,1.3,2021-12-31,6
GOLDIAM,25.33,24.03,97.95,1106.02,,1152.56,70.8405,69.2381,31.51,4.3,2024-12-31,18
GOLDTECH,3.7,0.18,58.49,305.67,,358.41,0.817,0.16,13.25,4.3,2024-12-31,18
GOODLUCK,8.93,16.27,448.56,1490.96,,1814.78,84.1059,73.8296,20.97,4.3,2024-12-31,20
GOPAL,4.13,6.03,38.41,478.8,,512.57,16.246,7.727,7.06,1.0,2024-12-31,6
GOYALALUM,3.42,7.73,1.78,25.37,,32.13,0.6782,0.6211,0.02,2.0,2024-12-31,9
GPIL,18.46,12.61,89.51,5808.16,,6428.16,239.59,202.58,7.17,4.3,2024-12-31,19
GPPL,59.91,19.45,49.4,2388.43,,2606.87,157.492,126.788,8.94,4.3,2024-12-31,18
GPTHEALTH,22.64,19.18,32.84,269.43,,385.25,23.1431,18.4737,5.8,1.0,2024-12-31,5
GPTINFRA,12.83,16.03,47.7,602.8,,778.51,35.6813,31.1939,16.88,4.3,2024-12-31,18
GRANULES,20.74,12.75,205.21,5084.99,,5627.92,235.966,179.357,7.73,4.0,2024-12-31,19
GRAPHITE,2.1,-0.79,299.88,5859.0,,6045.0,11.0,-12.0,2.39,4.3,2024-12-31,18
GRASIM,13.42,2.79,1525.19,103469.92,,449954.76,4668.16,3136.58,16.16,4.3,2024-12-31,18
GRAVITA,6.24,7.23,336.61,2451.63,,2610.49,51.11,47.19,28.83,4.3,2024-12-31,20
GREAVESCOT,15.44,13.51,61.43,1430.72,,1961.69,77.55,66.28,10.43,4.3,2024-12-31,18
GREENLAM,11.88,8.62,46.22,1179.26,,1990.23,63.51,42.87,17.86,4.3,2024-12-31,20
GREENPANEL,6.65,1.03,110.57,1355.88,,1749.47,23.9045,4.5078,11.66,4.3,2024-12-31,20
GREENPLY,9.23,12.88,71.64,894.83,,1292.26,56.7018,41.6071,18.79,4.3,2024-12-31,19
GREENPOWER,56.55,1.72,9.82,1152.27,,1592.27,6.86,6.86,-39.64,4.3,2024-12-31,18
GRINDWELL,19.98,16.93,228.93,2534.75,,2685.25,136.5229,113.6725,10.96,4.3,2024-12-31,18
GRINFRA,30.93,13.1,969.36,9379.65,,14140.33,524.0613,462.9578,-7.94,3.5,2024-12-31,15
GRMOVER,6.28,14.8,29.03,601.61,,610.17,23.3148,22.5735,15.06,2.3,2024-12-31,10
GROBTEA,6.49,2.68,798.71,92.81,,130.57,1.747,0.876,-13.99,4.3,2024-12-31,18
GRPLTD,9.86,12.72,334.45,178.36,,282.62,13.0417,8.9869,14.22,4.3,2024-12-31,18
GRSE,11.6,24.69,181.51,2079.26,,2204.98,147.4108,136.0754,43.65,4.3,2024-12-31,19
GRWRHITECH,22.02,12.84,1143.32,2656.16,,2718.8,97.3,87.27,11.78,3.0,2024-12-31,13
GSCLCEMENT,4.08,,,,,,9.0906,6.0616,28.15,2.3,2022-12-31,10
GSFC,7.77,5.18,307.83,12266.45,,13128.44,218.78,170.06,7.0,4.3,2024-12-31,18
GSLSU,19.66,5.34,63.83,270.51,,369.71,6.441,4.936,9.0,1.8,2024-12-31,8
GSPL,14.74,,,,,,669.2439,489.9671,10.0,4.3,2024-12-31,17
GSS,0.57,-0.41,116.98,301.89,,448.19,0.1203,-0.4639,-8.04,4.3,2024-12-31,18
GTECJAINX,-202.75,-408.88,1.33,1.36,,2.77,-2.7839,-2.8315,-25.16,1.3,2024-12-31,6
GTL,-50.23,,,,,,-25.632,-28.5917,-0.64,4.3,2024-12-31,18
GTLINFRA,27.74,,,,,,93.89,30.92,-0.49,4.3,2024-12-31,18
GTNIND,9.19,,,,,,8.1,5.84,,,2020-12-31,2
