symbol,close_now,high_52w,low_52w,prox_52w_high,prox_52w_low,dma_20,dma_50,dma_200,vs_dma_20,vs_dma_50,vs_dma_200,trend_signal,vol_20d_avg,rsi,rsi_signal,macd_line,macd_signal,macd_hist,macd_cross,atr_14,atr_pct,bb_upper,bb_lower,bb_mid,bb_pct,bb_width,bb_signal,bb_squeeze,obv_signal,adx,adx_plus_di,adx_minus_di,adx_strength,adx_direction,as_of_date
ABANSENT,31.89,47.96,22.3,-33.51,43.0,,,,,,,INSUFFICIENT_DATA,46746.0,,,,,,,,,,,,,,,False,,,,,,,2026-08-17
ABB,7660.0,7924.5,4637.5,-3.34,65.18,7535.77,7236.73,6248.9,1.65,5.85,22.58,STRONG_UPTREND,322212.0,59.71,BULLISH,133.5171,136.019,-2.502,BEARISH_CROSS,197.0772,2.57,7871.58,7199.97,7535.77,68.5,8.91,MID_BAND,False,ACCUMULATING,34.73,27.07,10.36,STRONG_TREND,BULLISH,2026-08-17
ABBOTINDIA,26905.0,32775.0,25150.0,-17.91,6.98,27883.75,27005.0,27248.67,-3.51,-0.37,-1.26,DOWNTREND,10989.0,40.37,BEARISH,41.6354,195.8429,-154.2075,BEARISH,545.5426,2.03,28868.61,26898.89,27883.75,0.31,7.06,NEAR_LOWER,False,DISTRIBUTING,19.47,17.39,18.85,RANGING,BEARISH,2026-08-17
ABCAPITAL,398.7,430.7,272.7,-7.43,46.2,405.77,393.1,355.31,-1.74,1.42,12.21,UPTREND,3853167.0,47.2,NEUTRAL,3.2267,5.3958,-2.169,BEARISH,10.3864,2.61,426.66,384.88,405.77,33.08,10.3,MID_BAND,False,ACCUMULATING,12.93,18.56,24.44,RANGING,BEARISH,2026-08-17
ABCOTS,199.66,504.0,196.81,-60.38,1.45,200.42,210.91,332.23,-0.38,-5.33,-39.9,DOWNTREND,12767.0,40.26,BEARISH,-3.3516,-4.1198,0.7682,BULLISH,5.8283,2.92,203.4,197.45,200.42,37.21,2.97,MID_BAND,False,DISTRIBUTING,14.26,20.67,10.99,RANGING,BULLISH,2026-08-17
ABDL,610.65,711.7,382.1,-14.2,59.81,618.65,628.97,556.27,-1.29,-2.91,9.78,CONSOLIDATING,357206.0,46.95,NEUTRAL,-4.1715,-2.8576,-1.3139,BEARISH,24.6082,4.03,644.01,593.29,618.65,34.23,8.2,MID_BAND,False,ACCUMULATING,19.96,16.02,26.96,RANGING,BEARISH,2026-08-17
ABFRL,55.29,94.95,53.51,-41.77,3.33,58.73,59.41,65.88,-5.86,-6.93,-16.07,DOWNTREND,7668011.0,36.6,BEARISH,-0.6238,-0.1105,-0.5134,BEARISH,2.1203,3.83,63.98,53.49,58.73,17.18,17.86,MID_BAND,False,ACCUMULATING,18.11,16.67,27.85,RANGING,BEARISH,2026-08-17
ABINFRA,11.36,23.56,8.82,-51.78,28.8,10.34,10.44,15.59,9.86,8.81,-27.13,DOWNTREND,2816169.0,65.83,BULLISH,0.1227,-0.0471,0.1698,BULLISH,0.6533,5.75,11.23,9.46,10.35,107.3,17.12,NEAR_UPPER,False,ACCUMULATING,39.75,25.5,9.6,STRONG_TREND,BULLISH,2026-08-17
ABLBL,89.92,151.33,87.68,-40.58,2.55,93.25,95.66,107.08,-3.57,-6.0,-16.03,DOWNTREND,1055808.0,36.26,BEARISH,-1.7135,-1.2941,-0.4194,BEARISH,2.1936,2.44,97.53,88.97,93.25,11.09,9.18,MID_BAND,False,ACCUMULATING,21.34,9.59,28.32,MODERATE_TREND,BEARISH,2026-08-17
ABMINTLLTD,56.2,72.8,34.0,-22.8,65.29,47.4,44.13,,18.57,27.35,,INSUFFICIENT_DATA,6854.0,59.96,BULLISH,4.6008,2.5427,2.0581,BULLISH,4.8425,8.62,64.41,30.38,47.4,75.87,71.79,MID_BAND,False,ACCUMULATING,33.13,37.66,21.32,STRONG_TREND,BULLISH,2026-08-17
ABMKNO,197.0,254.9,182.5,-22.71,7.95,195.04,203.73,,1.0,-3.3,,INSUFFICIENT_DATA,1565.0,48.22,NEUTRAL,-1.9213,-3.238,1.3166,BULLISH,9.0353,4.59,202.75,187.32,195.04,62.72,7.91,MID_BAND,False,DISTRIBUTING,13.97,17.16,15.4,RANGING,BULLISH,2026-08-17
ABREL,1402.1,1965.3,1080.1,-28.66,29.81,1401.96,1365.89,1413.59,0.01,2.65,-0.81,DOWNTREND,140411.0,51.62,NEUTRAL,3.5411,7.2468,-3.7057,BEARISH,47.268,3.37,1439.71,1364.2,1401.95,50.19,5.39,MID_BAND,False,ACCUMULATING,16.34,21.18,12.3,RANGING,BULLISH,2026-08-17
ABSLAMC,1019.0,1224.9,708.0,-16.81,43.93,1014.11,1090.61,937.74,0.48,-6.57,8.67,CONSOLIDATING,323960.0,44.35,BEARISH,-18.9463,-22.9805,4.0342,BULLISH,31.8784,3.13,1043.35,984.86,1014.1,58.37,5.77,MID_BAND,False,ACCUMULATING,19.44,14.29,18.53,RANGING,BEARISH,2026-08-17
ACC,1316.6,1987.0,1251.7,-33.74,5.18,1355.85,1353.93,1522.72,-2.89,-2.76,-13.54,DOWNTREND,205463.0,38.89,BEARISH,-9.4362,-3.0293,-6.4068,BEARISH,26.1732,1.99,1404.57,1307.13,1355.85,9.72,7.19,NEAR_LOWER,False,DISTRIBUTING,12.95,15.29,27.95,RANGING,BEARISH,2026-08-17
ACCELYA,1134.3,1527.0,1012.4,-25.72,12.04,1144.59,1127.24,1203.29,-0.9,0.63,-5.73,DOWNTREND,6848.0,48.01,NEUTRAL,2.1625,4.2066,-2.0441,BEARISH,22.9679,2.02,1163.97,1125.2,1144.59,23.47,3.39,MID_BAND,False,DISTRIBUTING,21.16,15.68,10.38,MODERATE_TREND,BULLISH,2026-08-17
ACE,1113.7,1170.0,745.1,-4.81,49.47,1074.5,1012.89,924.83,3.65,9.95,20.42,STRONG_UPTREND,784137.0,59.59,BULLISH,26.8728,29.3679,-2.4951,BEARISH,38.126,3.42,1151.99,997.02,1074.5,75.29,14.42,MID_BAND,False,ACCUMULATING,34.72,24.83,12.55,STRONG_TREND,BULLISH,2026-08-17
ACEINTEG,17.78,29.94,14.2,-40.61,25.21,18.95,20.1,19.93,-6.17,-11.54,-10.79,DOWNTREND,4496.0,34.02,BEARISH,-0.6353,-0.5125,-0.1227,BEARISH,1.012,5.69,20.27,17.63,18.95,5.78,13.97,NEAR_LOWER,False,DISTRIBUTING,11.81,16.46,18.93,RANGING,BEARISH,2026-08-17
ACI,515.35,726.0,483.0,-29.02,6.7,536.37,534.01,554.61,-3.92,-3.49,-7.08,DOWNTREND,301272.0,44.23,BEARISH,-9.6045,-6.2502,-3.3543,BEARISH,16.7926,3.26,588.83,483.9,536.37,29.97,19.56,MID_BAND,False,DISTRIBUTING,18.43,18.99,23.56,RANGING,BEARISH,2026-08-17
ACL,45.94,93.17,40.5,-50.69,13.43,47.59,50.03,,-3.47,-8.18,,INSUFFICIENT_DATA,16941.0,28.1,OVERSOLD,-1.0113,-0.9676,-0.0437,BEARISH,1.7522,3.81,49.39,45.8,47.59,3.91,7.54,NEAR_LOWER,False,DISTRIBUTING,29.49,7.66,20.24,MODERATE_TREND,BEARISH,2026-08-17
ACMESOLAR,364.9,398.65,195.9,-8.47,86.27,368.94,365.86,280.46,-1.1,-0.26,30.11,CONSOLIDATING,1751346.0,47.0,NEUTRAL,1.4714,2.4002,-0.9288,BEARISH,12.3751,3.39,382.57,355.32,368.94,35.17,7.39,MID_BAND,False,ACCUMULATING,16.21,19.09,20.04,RANGING,BEARISH,2026-08-17
ACSTECH,50.92,53.56,31.71,-4.93,60.58,44.06,42.45,,15.57,19.95,,INSUFFICIENT_DATA,370053.0,71.46,OVERBOUGHT,2.4584,1.6682,0.7902,BULLISH,2.6316,5.17,53.03,35.1,44.06,88.25,40.67,MID_BAND,False,ACCUMULATING,32.03,31.4,10.02,STRONG_TREND,BULLISH,2026-08-17
ACUTAAS,3198.2,3740.0,1302.0,-14.49,145.64,3288.67,3339.39,2444.43,-2.75,-4.23,30.84,CONSOLIDATING,381528.0,44.83,BEARISH,-50.5626,-38.8649,-11.6977,BEARISH,131.8254,4.12,3599.63,2977.71,3288.67,35.45,18.91,MID_BAND,False,DISTRIBUTING,29.49,14.53,24.91,MODERATE_TREND,BEARISH,2026-08-17
ADANIENSOL,1589.1,1789.0,744.9,-11.17,113.33,1650.16,1603.35,1216.43,-3.7,-0.89,30.64,CONSOLIDATING,2266673.0,42.39,BEARISH,-5.2727,6.9237,-12.1965,BEARISH,49.6387,3.12,1736.61,1563.71,1650.16,14.69,10.48,MID_BAND,False,DISTRIBUTING,18.21,15.96,15.48,RANGING,BULLISH,2026-08-17
ADANIENT,3007.3,3245.0,1753.0,-7.33,71.55,3035.07,3051.57,2455.13,-0.91,-1.45,22.49,CONSOLIDATING,1088435.0,46.59,NEUTRAL,-15.65,-9.1222,-6.5278,BEARISH,69.9046,2.32,3137.03,2933.1,3035.07,36.39,6.72,MID_BAND,False,DISTRIBUTING,18.24,15.84,18.99,RANGING,BEARISH,2026-08-17
ADANIGREEN,1327.6,1631.5,765.0,-18.63,73.54,1382.32,1463.57,1153.57,-3.96,-9.29,15.09,CONSOLIDATING,2228055.0,35.41,BEARISH,-37.4772,-34.018,-3.4592,BEARISH,42.3039,3.19,1480.95,1283.68,1382.32,22.26,14.27,MID_BAND,False,DISTRIBUTING,21.06,16.7,23.67,MODERATE_TREND,BEARISH,2026-08-17
ADANIPORTS,1691.0,1891.1,1292.0,-10.58,30.88,1719.88,1781.65,1589.28,-1.68,-5.09,6.4,CONSOLIDATING,2327908.0,40.82,BEARISH,-32.0244,-31.6988,-0.3256,BEARISH,35.098,2.08,1827.9,1611.85,1719.88,36.63,12.56,MID_BAND,False,DISTRIBUTING,31.22,15.2,23.23,STRONG_TREND,BEARISH,2026-08-17
ADANIPOWER,203.56,254.2,116.7,-19.92,74.43,210.32,217.85,178.88,-3.21,-6.56,13.8,CONSOLIDATING,18276676.0,35.05,BEARISH,-3.5531,-3.2871,-0.266,BEARISH,5.0843,2.5,218.3,202.34,210.32,7.62,7.59,NEAR_LOWER,False,DISTRIBUTING,17.04,13.4,24.92,RANGING,BEARISH,2026-08-17
ADFFOODS,262.85,346.95,153.1,-24.24,71.69,278.47,293.18,233.91,-5.61,-10.35,12.37,CONSOLIDATING,207653.0,37.1,BEARISH,-10.2339,-9.0084,-1.2255,BEARISH,11.1793,4.25,316.91,240.03,278.47,29.68,27.61,MID_BAND,False,DISTRIBUTING,35.33,12.65,27.52,STRONG_TREND,BEARISH,2026-08-17
ADL,68.65,109.9,50.26,-37.53,36.59,71.31,70.79,72.66,-3.73,-3.02,-5.52,DOWNTREND,1071.0,45.17,NEUTRAL,-0.3052,0.0616,-0.3668,BEARISH,4.0854,5.95,76.26,66.36,71.31,23.15,13.88,MID_BAND,False,ACCUMULATING,13.4,18.38,16.99,RANGING,BULLISH,2026-08-17
ADOR,1525.3,1597.0,848.0,-4.49,79.87,1491.31,1349.44,1111.29,2.28,13.03,37.25,STRONG_UPTREND,72690.0,61.42,BULLISH,46.7378,52.3082,-5.5704,BEARISH,61.9271,4.06,1549.14,1433.48,1491.31,79.39,7.76,MID_BAND,False,DISTRIBUTING,46.72,26.63,8.75,STRONG_TREND,BULLISH,2026-08-17
ADROITINFO,9.99,12.2,7.55,-18.11,32.32,9.71,9.35,9.64,2.88,6.84,3.63,STRONG_UPTREND,39135.0,59.71,BULLISH,0.2151,0.2128,0.0023,BULLISH,0.5723,5.73,10.42,9.0,9.71,69.93,14.66,MID_BAND,False,ACCUMULATING,31.44,17.41,11.71,STRONG_TREND,BULLISH,2026-08-17
ADSL,111.06,209.53,86.27,-47.0,28.74,115.13,119.08,127.05,-3.54,-6.73,-12.59,DOWNTREND,138502.0,36.28,BEARISH,-1.8837,-1.6614,-0.2222,BEARISH,3.5408,3.19,119.02,111.24,115.13,-2.38,6.75,NEAR_LOWER,False,DISTRIBUTING,13.41,21.45,21.6,RANGING,BEARISH,2026-08-17
ADVAIT,2079.2,2485.0,1351.0,-16.33,53.9,2230.8,2246.85,,-6.8,-7.46,,INSUFFICIENT_DATA,55240.0,39.06,BEARISH,-30.8921,-6.6152,-24.2769,BEARISH,99.4056,4.78,2405.62,2055.99,2230.8,6.64,15.67,NEAR_LOWER,False,DISTRIBUTING,16.31,17.65,24.9,RANGING,BEARISH,2026-08-17
ADVANCE,117.06,154.0,84.1,-23.99,39.19,119.73,112.02,115.51,-2.23,4.5,1.34,UPTREND,680388.0,48.41,NEUTRAL,2.1923,3.3724,-1.1801,BEARISH,5.9292,5.07,132.94,106.52,119.73,39.88,22.06,MID_BAND,False,DISTRIBUTING,37.75,22.4,14.97,STRONG_TREND,BULLISH,2026-08-17
ADVANIHOTR,49.91,65.5,47.0,-23.8,6.19,51.16,52.11,54.1,-2.44,-4.22,-7.74,DOWNTREND,36276.0,41.34,BEARISH,-0.4427,-0.4667,0.024,BULLISH,1.5311,3.07,52.73,49.59,51.16,10.3,6.15,MID_BAND,False,DISTRIBUTING,19.24,24.29,17.6,RANGING,BULLISH,2026-08-17
ADVENTHTL,134.9,263.3,120.02,-48.77,12.4,145.61,142.74,,-7.36,-5.49,,INSUFFICIENT_DATA,130663.0,32.86,BEARISH,-1.1814,0.1213,-1.3027,BEARISH,5.3174,3.94,153.07,138.15,145.61,-21.81,10.25,NEAR_LOWER,False,ACCUMULATING,16.58,10.73,23.99,RANGING,BEARISH,2026-08-17
ADVENZYMES,305.6,419.0,251.95,-27.06,21.29,313.21,331.4,315.57,-2.43,-7.79,-3.16,DOWNTREND,343774.0,41.96,BEARISH,-7.0643,-6.6045,-0.4598,BEARISH,12.2752,4.02,334.41,292.0,313.21,32.07,13.54,MID_BAND,False,ACCUMULATING,22.76,22.69,25.12,MODERATE_TREND,BEARISH,2026-08-17
AEGISLOG,1287.2,1497.8,576.1,-14.06,123.43,1318.31,1211.25,828.38,-2.36,6.27,55.39,UPTREND,1161913.0,50.6,NEUTRAL,17.609,37.0178,-19.4088,BEARISH,71.3662,5.54,1420.34,1216.27,1318.3,34.76,15.48,MID_BAND,False,ACCUMULATING,29.09,21.26,16.66,MODERATE_TREND,BULLISH,2026-08-17
AEGISVOPAK,269.5,311.49,158.0,-13.48,70.57,287.1,263.14,228.81,-6.13,2.42,17.78,UPTREND,1547132.0,45.06,NEUTRAL,1.2215,5.9182,-4.6967,BEARISH,13.2428,4.91,308.11,266.08,287.1,8.13,14.64,NEAR_LOWER,False,ACCUMULATING,28.14,15.84,20.02,MODERATE_TREND,BEARISH,2026-08-17
AEPL,14.93,20.25,13.25,-26.27,12.68,15.05,15.89,,-0.8,-6.04,,INSUFFICIENT_DATA,91634.0,45.06,NEUTRAL,-0.1348,-0.2279,0.0931,BULLISH,0.9993,6.69,16.53,13.57,15.05,45.95,19.7,MID_BAND,False,ACCUMULATING,32.8,19.98,20.35,STRONG_TREND,BEARISH,2026-08-17
AEQUS,249.58,274.39,113.3,-9.04,120.28,236.58,228.79,,5.49,9.09,,INSUFFICIENT_DATA,2872985.0,59.67,BULLISH,5.1342,4.0719,1.0623,BULLISH,10.7786,4.32,254.04,219.13,236.58,87.22,14.76,MID_BAND,False,ACCUMULATING,21.27,31.75,17.36,MODERATE_TREND,BULLISH,2026-08-17
AEROENTER,125.73,149.55,62.2,-15.93,102.14,125.0,124.05,94.16,0.58,1.35,33.53,STRONG_UPTREND,548639.0,51.07,NEUTRAL,1.5687,1.6718,-0.1031,BEARISH_CROSS,6.9748,5.55,134.23,115.77,125.0,53.95,14.77,MID_BAND,False,ACCUMULATING,14.72,19.41,16.93,RANGING,BULLISH,2026-08-17
AEROFLEX,455.85,521.9,158.0,-12.66,188.51,435.41,443.13,293.13,4.69,2.87,55.51,STRONG_UPTREND,1492719.0,56.52,BULLISH,4.8827,2.2236,2.6591,BULLISH,21.7196,4.76,469.38,401.44,435.41,80.08,15.6,MID_BAND,False,ACCUMULATING,15.42,28.16,17.97,RANGING,BULLISH,2026-08-17
AERONEU,84.49,125.37,63.21,-32.61,33.67,85.53,88.28,79.73,-1.22,-4.29,5.97,CONSOLIDATING,52222.0,44.3,BEARISH,-1.0732,-1.1336,0.0604,BULLISH,4.0511,4.79,88.31,82.76,85.53,31.2,6.5,MID_BAND,False,ACCUMULATING,8.16,16.18,13.26,RANGING,BULLISH,2026-08-17
AEROPLANE,182.85,206.9,175.21,-11.62,4.36,190.59,,,-4.06,,,INSUFFICIENT_DATA,516124.0,40.5,BEARISH,,,,,10.2284,5.59,,,,,,,False,,,,,,,2026-08-17
AETHER,1605.7,1658.0,726.45,-3.15,121.03,1537.5,1400.81,1109.63,4.44,14.63,44.71,STRONG_UPTREND,385166.0,63.42,BULLISH,60.4733,62.1866,-1.7133,BEARISH_CROSS,57.1608,3.56,1676.5,1398.49,1537.5,74.53,18.08,MID_BAND,False,ACCUMULATING,53.55,25.86,7.95,STRONG_TREND,BULLISH,2026-08-17
AFCONS,271.7,479.4,259.1,-43.32,4.86,276.97,297.24,329.27,-1.9,-8.59,-17.48,DOWNTREND,1112834.0,40.61,BEARISH,-8.1159,-8.6216,0.5057,BULLISH,9.3627,3.45,293.12,260.81,276.97,33.7,11.66,SQUEEZE,True,ACCUMULATING,19.32,16.02,23.27,RANGING,BEARISH,2026-08-17
AFFLE,1703.9,2185.9,1251.3,-22.05,36.17,1611.3,1529.26,1545.18,5.75,11.42,10.27,STRONG_UPTREND,496649.0,61.57,BULLISH,45.7195,43.5271,2.1924,BULLISH,61.2511,3.59,1773.85,1448.74,1611.3,78.48,20.18,MID_BAND,False,ACCUMULATING,21.61,22.66,15.76,MODERATE_TREND,BULLISH,2026-08-17
AFIL,9.4,10.73,3.92,-12.4,139.8,9.42,7.29,,-0.21,28.94,,INSUFFICIENT_DATA,795770.0,61.63,BULLISH,0.6163,0.716,-0.0997,BEARISH,0.5072,5.4,9.92,8.92,9.42,48.25,10.63,MID_BAND,False,DISTRIBUTING,39.05,27.51,17.74,STRONG_TREND,BULLISH,2026-08-17
AFSL,201.2,229.0,194.41,-12.14,3.49,203.02,201.91,202.3,-0.9,-0.35,-0.54,DOWNTREND,22938.0,45.13,NEUTRAL,1.381,1.0578,0.3232,BULLISH,4.432,2.2,211.21,194.83,203.02,38.89,8.07,MID_BAND,False,ACCUMULATING,78.57,30.82,17.16,STRONG_TREND,BULLISH,2026-08-17
AGARIND,499.6,1006.0,360.0,-50.34,38.78,503.51,515.89,562.7,-0.78,-3.16,-11.21,DOWNTREND,245322.0,46.98,NEUTRAL,-2.0326,-0.1063,-1.9262,BEARISH,21.4535,4.29,533.68,473.34,503.51,43.52,11.98,MID_BAND,False,ACCUMULATING,19.5,23.48,19.58,RANGING,BULLISH,2026-08-17
AGARWALEYE,501.6,568.0,401.0,-11.69,25.09,502.41,482.93,470.31,-0.16,3.87,6.65,UPTREND,2624160.0,50.03,NEUTRAL,9.8925,11.2976,-1.4051,BEARISH_CROSS,20.7465,4.14,553.9,450.93,502.41,49.21,20.5,MID_BAND,False,DISTRIBUTING,22.97,21.27,20.93,MODERATE_TREND,BULLISH,2026-08-17
AGI,716.5,939.0,465.0,-23.7,54.09,702.37,694.05,645.29,2.01,3.23,11.04,STRONG_UPTREND,135462.0,57.24,BULLISH,6.4439,7.3903,-0.9464,BEARISH,20.8662,2.91,734.5,670.23,702.37,71.99,9.15,MID_BAND,False,ACCUMULATING,22.6,27.07,14.28,MODERATE_TREND,BULLISH,2026-08-17
AGIIL,301.5,434.4,224.7,-30.59,34.18,307.26,337.07,311.79,-1.87,-10.55,-3.3,DOWNTREND,1845600.0,35.54,BEARISH,-10.5979,-11.8166,1.2187,BULLISH,10.8421,3.6,323.33,291.2,307.26,32.06,10.46,MID_BAND,False,ACCUMULATING,23.03,13.77,18.79,MODERATE_TREND,BEARISH,2026-08-17
AGL,14.01,15.9,12.03,-11.89,16.46,13.3,,,5.34,,,INSUFFICIENT_DATA,3828311.0,57.49,BULLISH,,,,,0.849,6.06,,,,,,,False,ACCUMULATING,,,,,,2026-08-17
AGRITECH,103.49,187.19,92.52,-44.71,11.86,113.23,113.57,,-8.6,-8.88,,INSUFFICIENT_DATA,46079.0,42.58,BEARISH,-0.5671,1.1147,-1.6818,BEARISH,7.7724,7.51,138.24,88.22,113.23,30.52,44.17,MID_BAND,False,ACCUMULATING,16.35,27.34,27.6,RANGING,BEARISH,2026-08-17
AGROPHOS,26.39,44.4,23.9,-40.56,10.42,28.56,29.69,33.62,-7.6,-11.11,-21.51,DOWNTREND,16826.0,27.02,OVERSOLD,-0.6753,-0.5428,-0.1325,BEARISH,1.238,4.69,30.15,26.97,28.56,-18.38,11.12,NEAR_LOWER,False,DISTRIBUTING,44.75,5.27,22.29,STRONG_TREND,BEARISH,2026-08-17
AHCL,14.51,17.2,10.37,-15.64,39.91,14.78,15.21,,-1.83,-4.6,,INSUFFICIENT_DATA,3872501.0,45.53,NEUTRAL,-0.2293,-0.202,-0.0273,BEARISH,0.5351,3.69,15.8,13.75,14.78,37.02,13.89,MID_BAND,False,DISTRIBUTING,19.15,16.66,21.67,RANGING,BEARISH,2026-08-17
AHLADA,37.0,72.0,31.22,-48.61,18.51,37.94,38.83,44.64,-2.48,-4.71,-17.11,DOWNTREND,12547.0,42.89,BEARISH,0.1088,-0.0684,0.1772,BULLISH,1.944,5.25,40.78,35.1,37.94,33.37,14.97,MID_BAND,False,ACCUMULATING,19.87,17.11,17.97,RANGING,BEARISH,2026-08-17
AHLEAST,140.95,175.3,127.25,-19.59,10.77,143.59,146.45,148.39,-1.84,-3.76,-5.01,DOWNTREND,3090.0,42.8,BEARISH,-1.8284,-1.7073,-0.1211,BEARISH,4.8557,3.44,150.25,136.93,143.59,30.19,9.28,MID_BAND,False,DISTRIBUTING,8.38,13.75,18.1,RANGING,BEARISH,2026-08-17
AHLUCONT,793.85,1077.95,645.15,-26.36,23.05,824.63,832.02,849.11,-3.73,-4.59,-6.51,DOWNTREND,33219.0,40.57,BEARISH,-4.9295,-2.8984,-2.031,BEARISH,27.3856,3.45,849.6,799.67,824.63,-11.66,6.05,NEAR_LOWER,False,ACCUMULATING,13.45,15.9,29.3,RANGING,BEARISH,2026-08-17
AIAENG,4383.6,5180.0,3001.1,-15.37,46.07,4621.73,4665.19,4073.05,-5.15,-6.04,7.62,CONSOLIDATING,61722.0,36.52,BEARISH,-39.1963,-6.2133,-32.983,BEARISH,157.6083,3.6,4848.89,4394.56,4621.73,-2.41,9.83,NEAR_LOWER,False,ACCUMULATING,17.59,17.15,26.24,RANGING,BEARISH,2026-08-17
AIIL,551.5,683.0,400.0,-19.25,37.88,559.94,536.39,517.68,-1.51,2.82,6.53,UPTREND,546339.0,49.35,NEUTRAL,10.3346,12.5749,-2.2403,BEARISH,23.1507,4.2,597.08,522.8,559.94,38.64,13.27,MID_BAND,False,ACCUMULATING,33.7,25.49,18.27,STRONG_TREND,BULLISH,2026-08-17
AIRAN,15.23,27.49,12.63,-44.6,20.59,15.1,15.67,16.67,0.86,-2.81,-8.64,DOWNTREND,45897.0,47.94,NEUTRAL,-0.152,-0.2099,0.0578,BULLISH,0.4662,3.06,15.33,14.86,15.1,78.24,3.1,MID_BAND,False,ACCUMULATING,13.42,20.1,9.47,RANGING,BULLISH,2026-08-17
AIROLAM,87.42,123.3,78.0,-29.1,12.08,88.42,88.96,91.33,-1.13,-1.73,-4.28,DOWNTREND,2674.0,45.54,NEUTRAL,0.2845,0.3591,-0.0746,BEARISH_CROSS,4.1732,4.77,92.99,83.86,88.42,39.02,10.32,MID_BAND,False,DISTRIBUTING,22.19,26.15,10.69,MODERATE_TREND,BULLISH,2026-08-17
AJANTPHARM,3718.2,3738.0,2329.9,-0.53,59.59,3493.3,3348.83,2955.87,6.44,11.03,25.79,STRONG_UPTREND,113539.0,72.11,OVERBOUGHT,79.7028,62.957,16.7457,BULLISH,96.559,2.6,3687.42,3299.19,3493.31,107.93,11.11,NEAR_UPPER,False,ACCUMULATING,33.42,31.03,10.94,STRONG_TREND,BULLISH,2026-08-17
AJAXENGG,567.25,728.5,394.8,-22.13,43.68,576.17,565.97,545.61,-1.55,0.23,3.97,UPTREND,73569.0,47.37,NEUTRAL,0.2932,2.3989,-2.1057,BEARISH,19.621,3.46,600.09,552.24,576.16,31.37,8.3,SQUEEZE,True,DISTRIBUTING,11.85,25.92,17.95,RANGING,BULLISH,2026-08-17
AJMERA,118.7,221.4,98.03,-46.39,21.09,123.49,127.67,143.81,-3.88,-7.03,-17.46,DOWNTREND,345376.0,39.92,BEARISH,-2.658,-1.9367,-0.7213,BEARISH,4.6081,3.88,130.57,116.42,123.49,16.14,11.46,MID_BAND,False,DISTRIBUTING,16.74,14.57,23.65,RANGING,BEARISH,2026-08-17
AJOONI,3.81,5.94,3.4,-35.86,12.06,3.94,3.86,4.23,-3.3,-1.3,-9.93,DOWNTREND,282596.0,44.23,BEARISH,-0.0301,-0.01,-0.0201,BEARISH,0.1694,4.45,4.15,3.72,3.94,20.65,10.91,MID_BAND,False,DISTRIBUTING,17.23,15.97,17.36,RANGING,BEARISH,2026-08-17
AKASH,25.43,36.0,22.8,-29.36,11.54,26.44,26.64,26.13,-3.82,-4.54,-2.68,DOWNTREND,8695.0,39.81,BEARISH,-0.3287,-0.1832,-0.1456,BEARISH,1.0774,4.24,27.59,25.3,26.44,5.89,8.66,NEAR_LOWER,False,DISTRIBUTING,14.0,9.07,22.25,RANGING,BEARISH,2026-08-17
